(
(0.0 	 2.4171959189783224e-08)
(0.0012710437702020203 	 2.4568798076064877e-08)
(0.0025420875404040407 	 2.4965636962346524e-08)
(0.0038131313106060613 	 2.558761918443642e-08)
(0.005084175080808081 	 2.6424089326924285e-08)
(0.006355218851010103 	 2.7363302240840162e-08)
(0.0076262626212121225 	 2.9173095162296433e-08)
(0.008897306391414143 	 3.111491316497103e-08)
(0.010168350161616163 	 3.2129715684522975e-08)
(0.011439393931818182 	 3.340096558258451e-08)
(0.012710437702020206 	 3.344195527093602e-08)
(0.013981481472222225 	 3.264295665899357e-08)
(0.015252525242424245 	 3.189286552421944e-08)
(0.016523569012626266 	 3.114277438944531e-08)
(0.017794612782828286 	 3.0392683254671184e-08)
(0.019065656553030306 	 2.9815922611152346e-08)
(0.020336700323232326 	 2.9576376355905967e-08)
(0.02160774409343435 	 2.937855842399448e-08)
(0.022878787863636365 	 2.9180740492083e-08)
(0.024149831633838388 	 2.9135714755818674e-08)
(0.02542087540404041 	 2.910058204787172e-08)
(0.026691919174242427 	 2.9065449339924767e-08)
(0.02796296294444445 	 2.905039970390206e-08)
(0.02923400671464647 	 2.9086014103503536e-08)
(0.03050505048484849 	 2.919247511059703e-08)
(0.03177609425505051 	 2.9345761045463435e-08)
(0.03304713802525253 	 2.9499046980329837e-08)
(0.03431818179545455 	 2.9652332915196243e-08)
(0.03558922556565657 	 2.9805618850062645e-08)
(0.03686026933585859 	 2.9958904784929054e-08)
(0.03813131310606061 	 3.0126340141077325e-08)
(0.03940235687626263 	 3.030150966968108e-08)
(0.04067340064646465 	 3.0386748212946086e-08)
(0.04194444441666668 	 3.039709570304406e-08)
(0.0432154881868687 	 3.029219515040704e-08)
(0.04448653195707072 	 3.004478861120039e-08)
(0.04575757572727273 	 2.9797382071993742e-08)
(0.047028619497474757 	 2.954997553278709e-08)
(0.048299663267676776 	 2.9302568993580443e-08)
(0.049570707037878796 	 2.9055162454373794e-08)
(0.05084175080808082 	 2.8807755915167136e-08)
(0.05211279457828284 	 2.859272251942956e-08)
(0.053383838348484855 	 2.838274743205376e-08)
(0.054654882118686875 	 2.8172772344677956e-08)
(0.0559259258888889 	 2.7992408753657806e-08)
(0.05719696965909092 	 2.791348297750517e-08)
(0.05846801342929294 	 2.7835775688586458e-08)
(0.05973905719949496 	 2.7758068399667746e-08)
(0.06101010096969698 	 2.7680361110749038e-08)
(0.062281144739899 	 2.7602653821830323e-08)
(0.06355218851010103 	 2.7524946532911612e-08)
(0.06482323228030305 	 2.7447239243992904e-08)
(0.06609427605050507 	 2.7369531955074192e-08)
(0.06736531982070708 	 2.729182466615548e-08)
(0.0686363635909091 	 2.7214117377236763e-08)
(0.06990740736111112 	 2.713557729771146e-08)
(0.07117845113131314 	 2.7052267603754535e-08)
(0.07244949490151516 	 2.6953132890824086e-08)
(0.07372053867171718 	 2.684104029709483e-08)
(0.07499158244191921 	 2.6726711181802452e-08)
(0.07626262621212122 	 2.6621507421255025e-08)
(0.07753366998232325 	 2.6522387226651923e-08)
(0.07880471375252526 	 2.6423267032048825e-08)
(0.08007575752272729 	 2.6324146837445727e-08)
(0.0813468012929293 	 2.6225026642842625e-08)
(0.08261784506313133 	 2.6125906448239527e-08)
(0.08388888883333336 	 2.602678625363643e-08)
(0.08515993260353537 	 2.5931379772140826e-08)
(0.0864309763737374 	 2.586740744950634e-08)
(0.08770202014393941 	 2.5810628770170553e-08)
(0.08897306391414143 	 2.5753850090834763e-08)
(0.09024410768434345 	 2.570079537330704e-08)
(0.09151515145454546 	 2.5653816579849497e-08)
(0.0927861952247475 	 2.560683778639195e-08)
(0.09405723899494951 	 2.55598589929344e-08)
(0.09532828276515154 	 2.5511558858072478e-08)
(0.09659932653535355 	 2.5463127526089032e-08)
(0.09787037030555557 	 2.5414696194105596e-08)
(0.09914141407575759 	 2.5366264862122153e-08)
(0.1004124578459596 	 2.5317775058913348e-08)
(0.10168350161616165 	 2.526847835348903e-08)
(0.10295454538636366 	 2.5219181648064717e-08)
(0.10422558915656568 	 2.516868210542186e-08)
(0.1054966329267677 	 2.5111867679785915e-08)
(0.10676767669696971 	 2.5055053254149978e-08)
(0.10803872046717174 	 2.4998238828514034e-08)
(0.10930976423737375 	 2.494142440287809e-08)
(0.11058080800757578 	 2.488460997724215e-08)
(0.1118518517777778 	 2.482779555160621e-08)
(0.11312289554797983 	 2.4770981125970265e-08)
(0.11439393931818184 	 2.471229532587417e-08)
(0.11566498308838385 	 2.465225797741962e-08)
(0.11693602685858588 	 2.459222062896507e-08)
(0.1182070706287879 	 2.453218328051052e-08)
(0.11947811439898992 	 2.4472145932055973e-08)
(0.12074915816919193 	 2.441210858360142e-08)
(0.12202020193939396 	 2.4352071235146873e-08)
(0.12329124570959599 	 2.4292033886692324e-08)
(0.124562289479798 	 2.4231996538237773e-08)
(0.12583333325 	 2.4171959189783224e-08)
);
